"","GISJOIN2","ZIP_4","ZIP","Zip_short","State","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERANK","TYPE","ATLAS_EPA_GIS_MATCH","OBJECTID","GEOID10","GEOID20","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","CSA","CSA_Name","CBSA","CBSA_Name","CBSA_POP","CBSA_EMP","CBSA_WRK","Ac_Total","Ac_Water","Ac_Land","Ac_Unpr","TotPop","CountHU","HH","P_WrkAge","AutoOwn0","Pct_AO0","AutoOwn1","Pct_AO1","AutoOwn2p","Pct_AO2p","Workers","R_LowWageWk","R_MedWageWk","R_HiWageWk","R_PCTLOWWAGE","TotEmp","E5_Ret","E5_Off","E5_Ind","E5_Svc","E5_Ent","E8_Ret","E8_off","E8_Ind","E8_Svc","E8_Ent","E8_Ed","E8_Hlth","E8_Pub","E_LowWageWk","E_MedWageWk","E_HiWageWk","E_PctLowWage","D1A","D1B","D1C","D1C5_RET","D1C5_OFF","D1C5_IND","D1C5_SVC","D1C5_ENT","D1C8_RET","D1C8_OFF","D1C8_IND","D1C8_SVC","D1C8_ENT","D1C8_ED","D1C8_HLTH","D1C8_PUB","D1D","D1_FLAG","D2A_JPHH","D2B_E5MIX","D2B_E5MIXA","D2B_E8MIX","D2B_E8MIXA","D2A_EPHHM","D2C_TRPMX1","D2C_TRPMX2","D2C_TRIPEQ","D2R_JOBPOP","D2R_WRKEMP","D2A_WRKEMP","D2C_WREMLX","D3A","D3AAO","D3AMM","D3APO","D3B","D3BAO","D3BMM3","D3BMM4","D3BPO3","D3BPO4","D4A","D4B025","D4B050","D4C","D4D","D4E","D5AR","D5AE","D5BR","D5BE","D5CR","D5CRI","D5CE","D5CEI","D5DR","D5DRI","D5DE","D5DEI","D2A_Ranked","D2B_Ranked","D3B_Ranked","D4A_Ranked","NatWalkInd","Shape_Length","Shape_Area"
"21","G55002500119001",535319359,"53531-9359",53531,"WI","G55002500119001",550250119001,"35","2",NA,"Match",215342,5.5025e+11,5.5025e+11,"55","025","011900",1,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,8816.708383,14.922369,8801.786014,8778.54152,2394,899,899,0.639,4,0.004449388,155,0.172413793,740,0.823136819,1163,227,359,577,0.195184867,524,22,4,268,217,13,22,4,268,39,13,150,28,0,98,207,219,0.187022901,0.102408811,0.272710449,0.059691009,0.002506111,0.000455657,0.030528989,0.024719368,0.001480884,0.002506111,0.000455657,0.030528989,0.004442651,0.001480884,0.017087121,0.003189596,0,0.16209982,0,0.582869855,0.602726846,0.602726846,0.674706111,0.631379841,0.566604074,0.564469646,0.56246746,0.827896182,0.359150103,0.621221103,2.219465649,0.295387966,3.708249398,1.114319473,0.912230857,1.681699068,5.504046556,1.963237912,2.108662943,0.145425031,4.290038401,1.090687729,-99999,0,0,-99999,-99999,-99999,27003,25378,-99999,-99999,0.001730613,0.321517872,0.002041135,0.447418064,-99999,-99999,-99999,-99999,12,13,4,1,5.833333333,26310.23134,35680728.46
"22","G55002500120021",53527,"53527",53527,"WI","G55002500120031",550250120031,"31","2",NA,"No",216289,5.5025e+11,5.5025e+11,"55","025","012002",1,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,5292.159974,9.1666687,5282.993305,5131.01191,426,299,251,0.549,29,0.115537849,43,0.171314741,179,0.71314741,373,88,113,172,0.235924933,105,0,4,55,30,16,0,4,55,23,16,0,7,0,28,58,19,0.266666667,0.058273106,0.083024559,0.0204638,0,0.000779573,0.010719133,0.0058468,0.003118293,0,0.000779573,0.010719133,0.004482547,0.003118293,0,0.001364253,0,0.078736906,0,0.418326693,0.799115606,0.688320717,0.78476482,0.607389161,0.579867475,0.568830723,0.575988734,0.556114201,0.395480226,0.439330544,3.552380952,0.077895978,2.927117615,0.579159038,1.630788512,0.717170066,3.030039804,0.72686066,3.6343033,0.121143443,0.72686066,0,-99999,0,0,-99999,-99999,-99999,17353,14231,-99999,-99999,0.001112148,0.20661777,0.001144589,0.25089473,-99999,-99999,-99999,-99999,13,12,3,1,5.5,24144.18118,21417078.02
"23","G55002500120021",535279149,"53527-9149",53527,"WI","G55002500120033",550250120033,"30","1",NA,"No",216289,5.5025e+11,5.5025e+11,"55","025","012002",1,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,5292.159974,9.1666687,5282.993305,5131.01191,426,299,251,0.549,29,0.115537849,43,0.171314741,179,0.71314741,373,88,113,172,0.235924933,105,0,4,55,30,16,0,4,55,23,16,0,7,0,28,58,19,0.266666667,0.058273106,0.083024559,0.0204638,0,0.000779573,0.010719133,0.0058468,0.003118293,0,0.000779573,0.010719133,0.004482547,0.003118293,0,0.001364253,0,0.078736906,0,0.418326693,0.799115606,0.688320717,0.78476482,0.607389161,0.579867475,0.568830723,0.575988734,0.556114201,0.395480226,0.439330544,3.552380952,0.077895978,2.927117615,0.579159038,1.630788512,0.717170066,3.030039804,0.72686066,3.6343033,0.121143443,0.72686066,0,-99999,0,0,-99999,-99999,-99999,17353,14231,-99999,-99999,0.001112148,0.20661777,0.001144589,0.25089473,-99999,-99999,-99999,-99999,13,12,3,1,5.5,24144.18118,21417078.02
"24","G55002500125011",535751629,"53575-1629",53575,"WI","G55002500125011",550250125011,"39","2",NA,"Match",216608,5.5025e+11,5.5025e+11,"55","025","012501",1,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,857.276385,0,857.276385,722.32282,2200,900,882,0.572,10,0.011337868,213,0.241496599,659,0.747165533,1381,293,387,701,0.212165098,383,5,20,139,182,37,5,14,139,60,37,73,49,6,121,136,126,0.315926893,1.245980295,3.045729609,0.530233836,0.006922113,0.027688451,0.192434734,0.251964904,0.051223634,0.006922113,0.019381916,0.192434734,0.083065353,0.051223634,0.101062846,0.067836705,0.008306535,1.776214131,0,0.434240363,0.719500191,0.719500191,0.8202815,0.8202815,0.537902335,0.573346509,0.59689091,0.768652128,0.296554394,0.434240363,3.605744125,0.073848164,9.762876901,0.377864491,1.07824859,8.30676382,32.61006659,0.746550367,2.986201469,1.493100734,29.11546432,9.705154773,-99999,0,0,-99999,-99999,-99999,39602,34401,-99999,-99999,0.002538079,0.471530969,0.002766848,0.606494949,-99999,-99999,-99999,-99999,11,19,8,1,8,9328.505605,3469351.394
"25","G55002500125011",535753230,"53575-3230",53575,"WI","G55002500125011",550250125011,"39","2",NA,"Match",216608,5.5025e+11,5.5025e+11,"55","025","012501",1,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,857.276385,0,857.276385,722.32282,2200,900,882,0.572,10,0.011337868,213,0.241496599,659,0.747165533,1381,293,387,701,0.212165098,383,5,20,139,182,37,5,14,139,60,37,73,49,6,121,136,126,0.315926893,1.245980295,3.045729609,0.530233836,0.006922113,0.027688451,0.192434734,0.251964904,0.051223634,0.006922113,0.019381916,0.192434734,0.083065353,0.051223634,0.101062846,0.067836705,0.008306535,1.776214131,0,0.434240363,0.719500191,0.719500191,0.8202815,0.8202815,0.537902335,0.573346509,0.59689091,0.768652128,0.296554394,0.434240363,3.605744125,0.073848164,9.762876901,0.377864491,1.07824859,8.30676382,32.61006659,0.746550367,2.986201469,1.493100734,29.11546432,9.705154773,-99999,0,0,-99999,-99999,-99999,39602,34401,-99999,-99999,0.002538079,0.471530969,0.002766848,0.606494949,-99999,-99999,-99999,-99999,11,19,8,1,8,9328.505605,3469351.394
"26","G55002500133021",535321012,"53532-1012",53532,"WI","G55002500133021",550250133021,"44","3",NA,"Match",216641,5.5025e+11,5.5025e+11,"55","025","013302",1,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,843.8096821,46.1832371,797.626445,797.626445,433,232,196,0.672,27,0.137755102,68,0.346938776,101,0.515306122,319,66,83,170,0.206896552,199,0,3,152,3,41,0,3,152,3,41,0,0,0,38,98,63,0.190954774,0.290862974,0.542860637,0.249490223,0,0.003761159,0.190565397,0.003761159,0.051402508,0,0.003761159,0.190565397,0.003761159,0.051402508,0,0,0,0.540353198,0,1.015306122,0.474457061,0.408675068,0.474457061,0.316304707,0.636548102,0.555251051,0.494876987,0.99402438,0.629746835,0.768339768,1.603015075,0.54715942,4.032992159,0,1.922725456,2.110266703,12.84210179,0,4.011903091,3.209522473,8.023806182,1.604761236,-99999,0,0,-99999,-99999,-99999,34485,32513,-99999,-99999,0.002210132,0.410604148,0.002614998,0.573209217,-99999,-99999,-99999,-99999,14,4,5,1,5,8079.916781,3414851.41
"27","G55002500133021",535321160,"53532-1160",53532,"WI","G55002500133021",550250133021,"44","3",NA,"Match",216641,5.5025e+11,5.5025e+11,"55","025","013302",1,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,843.8096821,46.1832371,797.626445,797.626445,433,232,196,0.672,27,0.137755102,68,0.346938776,101,0.515306122,319,66,83,170,0.206896552,199,0,3,152,3,41,0,3,152,3,41,0,0,0,38,98,63,0.190954774,0.290862974,0.542860637,0.249490223,0,0.003761159,0.190565397,0.003761159,0.051402508,0,0.003761159,0.190565397,0.003761159,0.051402508,0,0,0,0.540353198,0,1.015306122,0.474457061,0.408675068,0.474457061,0.316304707,0.636548102,0.555251051,0.494876987,0.99402438,0.629746835,0.768339768,1.603015075,0.54715942,4.032992159,0,1.922725456,2.110266703,12.84210179,0,4.011903091,3.209522473,8.023806182,1.604761236,-99999,0,0,-99999,-99999,-99999,34485,32513,-99999,-99999,0.002210132,0.410604148,0.002614998,0.573209217,-99999,-99999,-99999,-99999,14,4,5,1,5,8079.916781,3414851.41
"28","G55003900418002",53963,"53963",53963,"WI","G55003900418002",550390418002,"77","8",NA,"Match",213286,5.5039e+11,5.5039e+11,"55","039","041800",2,NA,"",22540,"Fond du Lac, WI",102315,46925,52009,1592.060852,19.0971235,1572.963729,1571.09408,1258,509,459,0.485,20,0.043572985,121,0.263616558,318,0.692810458,608,145,187,276,0.238486842,1000,155,25,495,189,136,155,25,495,33,136,128,28,0,337,216,447,0.337,0.323978052,0.800715893,0.63649912,0.098657364,0.015912478,0.315067065,0.120298334,0.08656388,0.098657364,0.015912478,0.315067065,0.021004471,0.08656388,0.081471887,0.017821975,0,0.960477173,0,2.178649237,0.817356878,0.817356878,0.758734407,0.710012258,0.850764818,0.841979754,0.860377847,0.502586934,0.885739593,0.756218905,0.608,0.675704114,5.771794921,1.603794929,1.334382097,2.833617894,15.87342387,1.22062573,2.848126704,0.813750487,13.02000779,4.475627678,-99999,0,0,-99999,-99999,-99999,14822,16171,-99999,-99999,0.008617337,0.485298933,0.009675649,0.573256762,-99999,-99999,-99999,-99999,20,16,6,1,8.333333333,15350.66542,6442984.717
"29","G55004309610004",538181320,"53818-1320",53818,"WI","G55004309610004",550439610004,"55","5",NA,"Match",214409,5.5044e+11,5.5044e+11,"55","043","961000",4,NA,"",38420,"Platteville, WI",51828,18093,23816,1679.519179,0,1679.519179,1641.885333,1155,520,507,0.597,123,0.24260355,103,0.203155819,281,0.554240631,388,125,127,136,0.322164948,206,7,22,28,132,17,7,22,28,3,17,108,21,0,82,54,70,0.398058252,0.316709084,0.7034596,0.125465522,0.004263392,0.01339923,0.017053566,0.080395383,0.010353951,0.004263392,0.01339923,0.017053566,0.001827168,0.010353951,0.065778041,0.012790175,0,0.442174606,0,0.406311637,0.693488144,0.693488144,0.752264481,0.703957797,0.515500612,0.563967323,0.610695969,0.910515942,0.302718589,0.693602694,1.883495146,0.413335716,4.82155921,0.341237949,2.40379293,2.076528332,16.77127618,1.524245767,5.334860186,2.286368651,8.383351721,5.334860186,-99999,0,0,-99999,-99999,-99999,6927,6724,-99999,-99999,0.032879872,0.649934322,0.031848733,0.669587732,-99999,-99999,-99999,-99999,11,16,6,1,6.833333333,15315.24959,6796924.368
"30","G55004509602003",535749571,"53574-9571",53574,"WI","G55004509602003",550459602003,"28","1",NA,"Match",213923,5.5046e+11,5.5046e+11,"55","045","960200",3,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,41809.34076,0,41809.34076,41248.00102,2826,1063,1048,0.576,14,0.013358779,197,0.187977099,837,0.798664122,1338,355,352,631,0.265321375,884,69,24,441,334,16,69,3,441,36,16,89,209,21,182,433,269,0.205882353,0.025770946,0.068512411,0.021431342,0.001672808,0.000581846,0.010691427,0.008097362,0.000387898,0.001672808,7.27e-05,0.010691427,0.00087277,0.000387898,0.00215768,0.005066912,0.000509116,0.047202287,0,0.84351145,0.673685988,0.673685988,0.687294314,0.687294314,0.661723173,0.628234931,0.626757896,0.863329624,0.476549865,0.795679568,1.513574661,0.598352843,2.396169449,0.741240402,1.422221246,0.232707802,1.485493884,1.438912906,1.53075841,0.091845505,0.443919939,0.076537921,-99999,0,0,-99999,-99999,-99999,7592,7883,-99999,-99999,0.000486569,0.090396018,0.000634024,0.138978509,-99999,-99999,-99999,-99999,15,15,2,1,6,75941.85609,169200080.5
"31","G55004909501003",535179578,"53517-9578",53517,"WI","G55004909501003",550499501003,"30","1",NA,"Match",215717,5.505e+11,5.505e+11,"55","049","950100",3,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,46777.4911,8.8212229,46768.66988,45904.26646,1079,550,474,0.605,4,0.008438819,64,0.135021097,406,0.856540084,571,133,185,253,0.232924694,105,0,0,59,46,0,0,0,59,15,0,0,31,0,26,53,26,0.247619048,0.011981457,0.02350544,0.002287369,0,0,0.001285284,0.001002086,0,0,0,0.001285284,0.000326767,0,0,0.000675318,0,0.014268826,0,0.221518987,0.988914185,0.425902158,0.875708835,0.462655222,0.544083551,0.334362034,0.3232148,0.092833937,0.177364865,0.310650888,5.438095238,0.011818428,1.679014076,0.466488698,1.16724977,0.045275609,0.342259894,0.533690611,0.451584363,0.041053124,0,0,-99999,0,0,-99999,-99999,-99999,3603,4342,-99999,-99999,0.000230915,0.042900007,0.000349224,0.076550131,-99999,-99999,-99999,-99999,11,7,1,1,3.666666667,96201.01141,189305927.5
"32","G55004909503002",535800031,"53580-0031",53580,"WI","G55004909503002",550499503002,"65","6",NA,"Match",215697,5.505e+11,5.505e+11,"55","049","950300",2,357,"Madison-Janesville-Beloit, WI",31540,"Madison, WI",647281,389187,345594,42051.32999,0,42051.32999,41945.37809,1139,427,416,0.539,17,0.040865385,114,0.274038462,285,0.685096154,514,125,167,222,0.243190661,349,13,23,136,172,5,13,2,136,0,5,171,1,21,109,105,135,0.312320917,0.010179906,0.027154362,0.008320345,0.000309927,0.000548332,0.003242312,0.004100571,0.000119203,0.000309927,4.77e-05,0.003242312,0,0.000119203,0.00407673,2.38e-05,0.000500651,0.01850025,0,0.838942308,0.670155282,0.670155282,0.57333057,0.536514133,0.659330687,0.564534294,0.569572468,0.771956297,0.469086022,0.808806489,1.47277937,0.623267568,1.720289751,0.643755881,0.977129604,0.099404266,0.954064473,0.608779794,0.639218784,0.091316969,0.289170402,0.243511918,-99999,0,0,-99999,-99999,-99999,2403,2643,-99999,-99999,0.000154007,0.028611912,0.000212575,0.046596499,-99999,-99999,-99999,-99999,15,9,1,1,4.666666667,69122.42677,170179411.1
"33","G55005309601001",546156506,"54615-6506",54615,"WI","G55005309601001",550539601001,"68","7",NA,"Match",215018,5.5054e+11,5.5054e+11,"55","053","960100",1,NA,"",NA,"",0,0,0,195931.3455,5031.891521,190899.4539,93754.29492,2640,942,659,0.678,21,0.031866464,216,0.327769347,422,0.640364188,1035,290,429,316,0.280193237,2356,36,1564,592,59,105,36,26,592,0,105,0,59,1538,294,1119,943,0.124787776,0.01004754,0.02815871,0.025129515,0.000383982,0.016681902,0.006314377,0.000629305,0.001119949,0.000383982,0.000277321,0.006314377,0,0.001119949,0,0.000629305,0.016404582,0.035177055,0,3.575113809,0.567845129,0.567845129,0.541404656,0.466503578,0.691639322,0.865531836,0.876462001,0.642172151,0,0,0.439303905,0.570811586,1.304454741,0.112033682,1.098497531,0.093923529,0.688690917,0.137454558,0.834784997,0.083813755,0.067051004,0.00335255,-99999,0,0,-99999,-99999,-99999,2991,1675,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,16,7,1,1,4.5,154120.9687,792923388
"34","G55005501001004",530946714,"53094-6714",53094,"WI","G55005501001005",550551001005,"67","7",NA,"No",214880,5.50551e+11,5.50551e+11,"55","055","100100",4,376,"Milwaukee-Racine-Waukesha, WI",48020,"Watertown-Fort Atkinson, WI",84652,32960,43802,3381.737705,7.9437708,3373.793935,3363.66552,3088,1395,1395,0.654,0,0,505,0.362007168,890,0.637992832,1314,333,420,561,0.253424658,1816,364,43,1234,139,36,364,43,1234,52,36,0,87,0,328,643,845,0.18061674,0.414726135,0.918046096,0.539887212,0.108215278,0.012783673,0.366861685,0.041323966,0.01070261,0.108215278,0.012783673,0.366861685,0.015459325,0.01070261,0,0.025864641,0,0.954613347,0,1.301792115,0.588882126,0.588882126,0.557201576,0.48011506,0.681198413,0.746476733,0.717154011,0.934397598,0.740619902,0.839616613,0.723568282,0.758485408,4.952452628,0.864127745,0.698719999,3.389604884,11.25911088,1.138184511,2.086671604,0.189697419,9.105476089,3.604250952,-99999,0,0,-99999,-99999,-99999,25798,26225,-99999,-99999,0.018054372,0.674669177,0.017923915,0.723588003,-99999,-99999,-99999,-99999,16,8,5,1,6,21508.09787,13685700.87
"35","G55005501013004",535381753,"53538-1753",53538,"WI","G55005501013004",550551013004,"68","7",NA,"Match",214724,5.50551e+11,5.50551e+11,"55","055","101300",4,376,"Milwaukee-Racine-Waukesha, WI",48020,"Watertown-Fort Atkinson, WI",84652,32960,43802,114.461662,6.822431,107.639231,105.71024,632,245,245,0.693,0,0,44,0.179591837,201,0.820408163,443,108,147,188,0.243792325,664,233,35,20,143,233,233,16,20,92,233,2,49,19,355,203,106,0.534638554,2.317656265,5.978607181,6.281321469,2.204138407,0.331093752,0.18919643,1.352754473,2.204138407,2.204138407,0.151357144,0.18919643,0.870303577,2.204138407,0.018919643,0.463531253,0.179736608,8.598977734,0,2.710204082,0.824051837,0.824051837,0.728854303,0.728854303,0.865956159,0.730519795,0.806590358,0.421743697,0.975308642,0.800361337,0.667168675,0.716891105,27.9654806,0,0,27.9654806,192.2867695,0,0,0,118.9157511,112.9699635,-99999,0,0,-99999,-99999,-99999,25652,26914,-99999,-99999,0.017952196,0.670850986,0.018394824,0.742598571,-99999,-99999,-99999,-99999,20,17,19,1,12.83333333,3176.369456,463221.107
"36","G55005501015001",53538,"53538",53538,"WI","G55005501015001",550551015001,"73","5",NA,"Match",214821,5.50551e+11,5.50551e+11,"55","055","101500",1,376,"Milwaukee-Racine-Waukesha, WI",48020,"Watertown-Fort Atkinson, WI",84652,32960,43802,121.7031746,12.0325345,109.6706401,109.6706401,828,382,362,0.569,35,0.096685083,179,0.494475138,148,0.408839779,390,95,135,160,0.243589744,357,29,64,7,210,47,29,64,7,40,47,109,61,0,117,84,156,0.327731092,3.483156473,7.549878429,3.255201207,0.264428109,0.583565482,0.063827475,1.914824239,0.428555901,0.264428109,0.583565482,0.063827475,0.364728427,0.428555901,0.993884962,0.55621085,0,6.73835768,0,0.986187845,0.725866597,0.725866597,0.907279414,0.849018443,0.710575059,0.675463906,0.747647024,0.562562335,0.602531646,0.955823293,1.092436975,0.91170667,21.84975799,0,3.597350571,18.25240742,120.6463278,0,29.17827412,5.835654824,99.20613202,29.17827412,-99999,0,0,-99999,-99999,-99999,21924,23200,-99999,-99999,0.015343207,0.573356347,0.015856428,0.64012361,-99999,-99999,-99999,-99999,16,20,16,1,11.66666667,3254.401581,492527.9714
"37","G55005501016002",531903005,"53190-3005",53190,"WI","G55005501016002",550551016002,"36","2",NA,"Match",214870,5.50551e+11,5.50551e+11,"55","055","101600",2,376,"Milwaukee-Racine-Waukesha, WI",48020,"Watertown-Fort Atkinson, WI",84652,32960,43802,24818.01186,56.8189153,24761.19294,22785.99901,1061,418,415,0.61,3,0.007228916,63,0.151807229,349,0.840963855,424,108,145,171,0.254716981,358,0,45,196,117,0,0,0,196,117,0,0,0,45,60,121,177,0.167597765,0.018344598,0.046563681,0.015711402,0,0.001974897,0.008601773,0.005134732,0,0,0,0.008601773,0.005134732,0,0,0,0.001974897,0.034056001,0,0.862650602,0.870184057,0.593993027,0.870184057,0.459736366,0.817414104,0.506572027,0.47119154,0.905796348,0.504580691,0.915601023,1.184357542,0.831638405,1.457695639,0.425393091,0.933408134,0.098894414,0.723997428,0.568631731,0.852947596,0.155081381,0,0,-99999,0,0,-99999,-99999,-99999,21135,22845,-99999,-99999,0.014791036,0.552722423,0.015613798,0.630328615,-99999,-99999,-99999,-99999,19,7,1,1,5,67434.16122,100437131.8
"38","G55006300102022",546368825,"54636-8825",54636,"WI","G55006300102022",550630102022,"38","2",NA,"Match",215324,5.5063e+11,5.5063e+11,"55","063","010202",2,NA,"",29100,"La Crosse-Onalaska, WI-MN",136513,77745,68097,1387.366672,0,1387.366672,1387.366672,3163,1117,1074,0.575,23,0.02141527,347,0.323091248,704,0.655493482,1885,464,568,853,0.246153846,1497,490,45,367,565,30,490,45,367,188,30,250,127,0,521,500,476,0.348029392,0.805122411,2.279858717,1.079022605,0.353187092,0.032435549,0.264529924,0.407246341,0.021623699,0.353187092,0.032435549,0.264529924,0.135508517,0.021623699,0.180197496,0.091540328,0,1.884145016,0,1.393854749,0.783921813,0.783921813,0.854438784,0.799570975,0.789267489,0.706041222,0.744523243,0.542226936,0.64248927,0.885274985,1.259185037,0.771680221,11.67354187,2.42115395,2.203366181,7.049021741,37.22459322,1.845222357,8.303500607,1.845222357,29.52355771,10.14872296,-99999,0,0,-99999,-99999,-99999,12501,11885,-99999,-99999,0.006555646,0.394191656,0.008485819,0.582169973,-99999,-99999,-99999,-99999,18,19,8,1,9.166666667,13002.67856,5614595.65
"39","G55006300103001",546031542,"54603-1542",54603,"WI","G55006300103001",550630103001,"75","8",NA,"Match",215235,5.5063e+11,5.5063e+11,"55","063","010300",1,NA,"",29100,"La Crosse-Onalaska, WI-MN",136513,77745,68097,518.7002121,127.4546742,391.2455379,326.57329,512,331,331,0.824,16,0.048338369,103,0.311178248,212,0.640483384,387,85,158,144,0.219638243,475,62,6,276,31,100,62,6,276,9,100,0,22,0,101,107,267,0.212631579,1.013555028,1.567795088,1.454497396,0.189850186,0.018372599,0.84513954,0.094925093,0.306209978,0.189850186,0.018372599,0.84513954,0.027558898,0.306209978,0,0.067366195,0,2.468052424,0,1.435045317,0.709944337,0.709944337,0.659646847,0.568387455,0.753715359,0.765305552,0.765959658,0.61020877,0.962512665,0.897911833,0.814736842,0.830885601,10.3914659,1.080883961,1.166015467,8.144566471,29.45424007,0,4.90740421,0,24.53702105,9.814808421,201.17,0,0,1,1.635801403,0.001953125,19205,13726,7394,2317,0.010071288,0.605587614,0.009800282,0.672348763,0.005425081,0.166967754,0.003282204,0.094424974,18,10,7,19,13.33333333,16021.9098,2099150.377
"40","G55006300103003",546031367,"54603-1367",54603,"WI","G55006300103003",550630103003,"74","8",NA,"Match",216253,5.5063e+11,5.5063e+11,"55","063","010300",3,NA,"",29100,"La Crosse-Onalaska, WI-MN",136513,77745,68097,394.1842982,0,394.1842982,382.9450393,1355,747,696,0.598,50,0.07183908,289,0.415229885,357,0.512931034,776,175,293,308,0.225515464,407,41,60,133,103,70,41,10,133,20,70,82,1,50,145,104,158,0.356265356,1.950671567,3.538366766,1.0628157,0.107064972,0.156680447,0.347308325,0.268968101,0.182793855,0.107064972,0.026113408,0.347308325,0.052226816,0.182793855,0.214129944,0.002611341,0.130567039,3.013487267,0,0.584770115,0.950293848,0.950293848,0.833746326,0.833746326,0.682441588,0.716995959,0.756709278,0.986190791,0.461975028,0.68808115,1.906633907,0.403881441,19.77693724,3.756460091,2.886054304,13.13442285,72.00043261,8.118030106,16.23606021,4.870818063,45.46096859,25.97769634,0,0,0,1,1.623606021,0.000738007,21317,15391,11020,4111,0.011178842,0.672184908,0.010989082,0.753906441,0.008085528,0.248848343,0.00582354,0.167536067,16,20,12,20,16.66666667,6370.566977,1595244.079
"41","G55007809401011",541359566,"54135-9566",54135,"WI","G55007809401041",550789401041,"47","4",NA,"No",216805,5.50789e+11,5.50789e+11,"55","078","940101",1,267,"Green Bay-Shawano, WI",43020,"Shawano, WI",45588,14710,22504,14834.59117,119.6280288,14714.96314,14713.88623,1561,467,441,0.473,55,0.124716553,176,0.399092971,210,0.476190476,371,107,171,93,0.288409704,529,10,278,4,205,32,10,0,4,7,32,0,198,278,66,252,211,0.124763705,0.031738726,0.106090259,0.035952432,0.00067963,0.018893717,0.000271852,0.013932417,0.002174816,0.00067963,0,0.000271852,0.000475741,0.002174816,0,0.013456676,0.018893717,0.067691158,0,1.199546485,0.613327569,0.613327569,0.583116294,0.502444584,0.68500203,0.667868964,0.74088613,0.638705916,0.506220096,0.824444444,0.701323251,0.741799158,1.379109214,0.101560152,0.603663062,0.673886001,2.407606438,0.217465716,1.043835438,0.173972573,1.913698303,0.26095886,-99999,0,0,-99999,-99999,-99999,4323,4978,-99999,-99999,0.022282586,0.245415839,0.02362074,0.290042533,-99999,-99999,-99999,-99999,16,8,3,1,5.333333333,48091.69182,60034736.7
"42","G55008109503002",54656,"54656",54656,"WI","G55008109503002",550819503002,"79","3",NA,"Match",213836,5.5082e+11,5.5082e+11,"55","081","950300",2,NA,"",NA,"",0,0,0,147.3986094,0,147.3986094,147.3986094,713,392,331,0.63,0,0,115,0.347432024,216,0.652567976,346,91,131,124,0.26300578,184,22,0,17,145,0,22,0,17,2,0,121,22,0,54,87,43,0.293478261,2.659455212,4.837223383,1.248315712,0.149255139,0,0.115333517,0.983727055,0,0.149255139,0,0.115333517,0.013568649,0,0.820903267,0.149255139,0,3.907770924,0,0.555891239,0.60231235,0.411142141,0.654092571,0.506251972,0.640739832,0.495345287,0.537612899,0.760569024,0,0,1.880434783,0.41460261,16.94853217,0,0,16.94853217,94.09478187,0,0,0,56.44558001,56.44558001,-99999,0,0,-99999,-99999,-99999,10675,9850,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,14,8,14,1,8.666666667,3680.611296,596514.8165
"43","G55008109506002",546603105,"54660-3105",54660,"WI","G55008109506002",550819506002,"82","9",NA,"Match",215164,5.5082e+11,5.5082e+11,"55","081","950600",2,NA,"",NA,"",0,0,0,2931.691757,3.4554464,2928.236311,2906.95458,1551,685,570,0.499,87,0.152631579,201,0.352631579,282,0.494736842,636,188,236,212,0.295597484,2346,111,53,1723,294,165,111,53,1723,109,165,81,104,0,384,720,1242,0.163682864,0.235641797,0.533548068,0.807030153,0.038184291,0.018232139,0.592716519,0.101136771,0.056760433,0.038184291,0.018232139,0.592716519,0.037496286,0.056760433,0.027864212,0.035776273,0,1.04267195,0,4.115789474,0.561460377,0.561460377,0.534615862,0.50028549,0.681487477,0.85854337,0.826693441,0.48759106,0,0,0.271099744,0.482439258,5.524760128,1.451873947,0.44319909,3.629687091,13.70206354,0.874246382,1.748492764,0.437123191,14.86218849,2.185615955,-99999,0,0,-99999,-99999,-99999,5390,4192,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,16,8,6,1,6.333333333,16932.36246,11864394.04
