"","GISJOIN2","ZIP_4","ZIP","Zip_short","State","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERANK","TYPE","ATLAS_EPA_GIS_MATCH","OBJECTID","GEOID10","GEOID20","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","CSA","CSA_Name","CBSA","CBSA_Name","CBSA_POP","CBSA_EMP","CBSA_WRK","Ac_Total","Ac_Water","Ac_Land","Ac_Unpr","TotPop","CountHU","HH","P_WrkAge","AutoOwn0","Pct_AO0","AutoOwn1","Pct_AO1","AutoOwn2p","Pct_AO2p","Workers","R_LowWageWk","R_MedWageWk","R_HiWageWk","R_PCTLOWWAGE","TotEmp","E5_Ret","E5_Off","E5_Ind","E5_Svc","E5_Ent","E8_Ret","E8_off","E8_Ind","E8_Svc","E8_Ent","E8_Ed","E8_Hlth","E8_Pub","E_LowWageWk","E_MedWageWk","E_HiWageWk","E_PctLowWage","D1A","D1B","D1C","D1C5_RET","D1C5_OFF","D1C5_IND","D1C5_SVC","D1C5_ENT","D1C8_RET","D1C8_OFF","D1C8_IND","D1C8_SVC","D1C8_ENT","D1C8_ED","D1C8_HLTH","D1C8_PUB","D1D","D1_FLAG","D2A_JPHH","D2B_E5MIX","D2B_E5MIXA","D2B_E8MIX","D2B_E8MIXA","D2A_EPHHM","D2C_TRPMX1","D2C_TRPMX2","D2C_TRIPEQ","D2R_JOBPOP","D2R_WRKEMP","D2A_WRKEMP","D2C_WREMLX","D3A","D3AAO","D3AMM","D3APO","D3B","D3BAO","D3BMM3","D3BMM4","D3BPO3","D3BPO4","D4A","D4B025","D4B050","D4C","D4D","D4E","D5AR","D5AE","D5BR","D5BE","D5CR","D5CRI","D5CE","D5CEI","D5DR","D5DRI","D5DE","D5DEI","D2A_Ranked","D2B_Ranked","D3B_Ranked","D4A_Ranked","NatWalkInd","Shape_Length","Shape_Area"
"44","G55010500010001",535454851,"53545-4851",53545,"WI","G55010500010001",551050010001,"78","9",NA,"Match",214760,5.5105e+11,5.5105e+11,"55","105","001000",1,357,"Madison-Janesville-Beloit, WI",27500,"Janesville-Beloit, WI",161769,65865,76405,686.7259882,35.4257386,651.3002496,651.30025,1564,799,712,0.622,52,0.073033708,242,0.33988764,418,0.587078652,763,191,314,258,0.250327654,368,22,3,235,44,64,22,3,235,14,64,0,30,0,78,140,150,0.211956522,1.226776744,2.401350222,0.565023582,0.033778584,0.004606171,0.360816689,0.067557167,0.098264971,0.033778584,0.004606171,0.360816689,0.021495462,0.098264971,0,0.046061705,0,1.791800326,0,0.516853933,0.653752905,0.653752905,0.628969312,0.541954029,0.558135393,0.624488325,0.620687913,0.581563081,0.380952381,0.650751547,2.073369565,0.341854673,13.46783961,1.253062993,1.382257887,10.83251873,79.62607113,3.930598831,3.930598831,1.965299416,90.40377312,14.73974562,441.23,0,0,4,3.930598831,0.002557545,30579,31362,13985,13919,0.010400882,0.908682991,0.00970564,0.802877477,0.014469542,0.530981851,0.014606851,0.601876676,12,10,12,16,13,7866.831296,2779141.111
"45","G55010500012013",53548,"53548",53548,"WI","G55010500012013",551050012013,"34","10",NA,"Match",216790,5.5105e+11,5.5105e+11,"55","105","001201",3,357,"Madison-Janesville-Beloit, WI",27500,"Janesville-Beloit, WI",161769,65865,76405,14498.32662,279.1580127,14219.16861,13946.92669,2799,1228,1228,0.539,29,0.023615635,371,0.302117264,828,0.674267101,1371,317,423,631,0.231218089,126,0,7,64,42,13,0,1,64,26,13,0,16,6,31,41,54,0.246031746,0.088048072,0.200689375,0.009034248,0,0.000501903,0.004588825,0.003011416,0.000932105,0,7.17e-05,0.004588825,0.00186421,0.000932105,0,0.001147206,0.000430202,0.09708232,0,0.102605863,0.797233087,0.686699203,0.753166636,0.64896917,0.256240235,0.277329329,0.281374303,0.003278406,0.086153846,0.168336673,10.88095238,5.11e-05,2.791559351,1.174263355,0.784570182,0.832725814,3.467049401,1.03522227,1.03522227,0.22504832,2.88061849,0.630135295,-99999,0,0,3,0.135028992,0.001071811,14207,17720,-99999,-99999,0.004832249,0.422174016,0.005483832,0.453637807,-99999,-99999,-99999,-99999,4,13,3,1,4.166666667,38183.2811,58673932.46
"46","G55010500013021",535461711,"53546-1711",53546,"WI","G55010500013021",551050013021,"54","5",NA,"Match",216672,5.5105e+11,5.5105e+11,"55","105","001302",1,357,"Madison-Janesville-Beloit, WI",27500,"Janesville-Beloit, WI",161769,65865,76405,679.8449945,4.3852837,675.4597108,645.01746,1266,581,581,0.582,14,0.024096386,139,0.239242685,428,0.736660929,842,245,258,339,0.290973872,1957,39,85,1649,147,37,39,85,1649,92,37,44,11,0,176,1116,665,0.089933572,0.900750811,1.962737567,3.034026397,0.06046348,0.131779378,2.556519943,0.227900808,0.057362788,0.06046348,0.131779378,2.556519943,0.142631798,0.057362788,0.068215208,0.017053802,0,3.934777207,0,3.368330465,0.390219513,0.390219513,0.355493325,0.332665312,0.570519003,0.8235834,0.758226285,0.673859026,0.785603475,0.601643444,0.430250383,0.565667055,11.19377168,0.65839532,0.730432544,9.804943815,35.38354637,0,0,1.895005697,30.32009115,13.26503988,764.44,0,0,2.33,2.207681637,0.001840442,27811,28804,3882,8048,0.009459398,0.826429336,0.008914012,0.737391839,0.004016501,0.147391601,0.008445717,0.348006573,12,4,8,14,10,8236.904747,2751293.461
"47","G55010500013041",535461531,"53546-1531",53546,"WI","G55010500013061",551050013061,"79","9",NA,"No",216767,5.5105e+11,5.5105e+11,"55","105","001304",1,357,"Madison-Janesville-Beloit, WI",27500,"Janesville-Beloit, WI",161769,65865,76405,1733.499904,1.593795,1731.906109,1727.04145,5896,2164,2149,0.54,105,0.048859935,475,0.221033039,1569,0.730107027,2697,629,815,1253,0.233222099,1441,854,68,85,136,298,854,68,85,51,298,27,58,0,567,581,293,0.393476752,1.25300988,3.413930801,0.834374878,0.494487263,0.039373693,0.049217116,0.078747386,0.17254942,0.494487263,0.039373693,0.049217116,0.02953027,0.17254942,0.015633672,0.033583444,0,2.087384758,0,0.670544439,0.726836135,0.726836135,0.652191936,0.610311414,0.637987776,0.716394714,0.787673498,0.70691517,0.392803598,0.696471725,1.871616933,0.41827468,14.53752924,1.587995937,3.621955224,9.327578081,45.09768723,2.956280351,5.912560703,5.912560703,37.32303944,10.34698123,882.46,0,0,3,1.108605132,0.00050882,29921,31249,13805,13650,0.010177076,0.889129918,0.00967067,0.79998464,0.014283305,0.524147619,0.014324558,0.590244746,14,12,9,13,11.66666667,12121.6163,7015382.223
"48","G55010500030024",535342071,"53534-2071",53534,"WI","G55010500030024",551050030024,"41","3",NA,"Match",213978,5.5105e+11,5.5105e+11,"55","105","003002",4,357,"Madison-Janesville-Beloit, WI",27500,"Janesville-Beloit, WI",161769,65865,76405,25479.01523,628.4504184,24850.56481,24811.27979,2318,955,868,0.606,0,0,171,0.197004608,697,0.802995392,904,229,290,385,0.253318584,217,0,3,176,35,3,0,1,176,28,3,7,0,2,34,74,109,0.156682028,0.038490558,0.093425249,0.008746022,0,0.000120913,0.007093548,0.001410649,0.000120913,0,4.03e-05,0.007093548,0.001128519,0.000120913,0.00028213,0,8.06e-05,0.04723658,0,0.25,0.420188875,0.361930997,0.375058865,0.323171033,0.383303707,0.292909779,0.246649972,0.006331474,0.171203156,0.387154326,4.165898618,0.042176224,2.141924873,1.338246025,0.402579453,0.401099395,1.425635203,1.364958916,0.437817011,0.051507884,1.313451032,0.206031534,-99999,0,0,-99999,-99999,-99999,20161,21437,-99999,-99999,0.006857392,0.599102579,0.006634137,0.548794225,-99999,-99999,-99999,-99999,7,4,2,1,2.833333333,44170.31916,103112178.1
"49","G55011100001004",539658421,"53965-8421",53965,"WI","G55011100001041",551110001041,"68","7",NA,"No",214262,5.5111e+11,5.5111e+11,"55","111","000100",4,357,"Madison-Janesville-Beloit, WI",12660,"Baraboo, WI",63596,35232,34853,4235.723213,206.4448841,4029.278329,3969.78366,1838,1810,932,0.651,55,0.059012876,422,0.4527897,455,0.488197425,1052,302,423,327,0.287072243,2395,492,56,77,279,1491,492,56,77,252,1491,0,27,0,1162,843,390,0.485177453,0.455944242,0.462997523,0.603307436,0.123936225,0.014106562,0.019396523,0.070280908,0.375587218,0.123936225,0.014106562,0.019396523,0.06347953,0.375587218,0,0.006801378,0,1.059251677,0,2.569742489,0.664176109,0.664176109,0.617263389,0.531867571,0.760470914,0.554149835,0.610388635,0.415688722,0.868414836,0.610385843,0.439248434,0.570779924,7.697707848,1.270692373,1.39629043,5.030725044,23.09336621,1.588373768,5.082796057,2.064885898,21.91955799,3.017910159,-99999,0,0,-99999,-99999,-99999,11193,8715,-99999,-99999,0.037916024,0.622006113,0.030608589,0.530496713,-99999,-99999,-99999,-99999,18,9,7,1,7.166666667,19786.69925,17141736.83
"50","G55012700004004",53190,"53190",53190,"WI","G55012700004004",551270004004,"47","4",NA,"Match",212933,5.5127e+11,5.5127e+11,"55","127","000400",4,376,"Milwaukee-Racine-Waukesha, WI",48580,"Whitewater, WI",103013,40932,49690,407.257865,69.3886452,337.8692198,337.86922,554,361,260,0.736,17,0.065384615,74,0.284615385,169,0.65,369,104,121,144,0.281842818,868,88,236,48,148,348,88,153,48,56,348,0,92,83,477,207,184,0.549539171,1.068460749,1.639687687,2.569041359,0.260455806,0.698495116,0.142066803,0.43803931,1.029984324,0.260455806,0.452837935,0.142066803,0.165744604,1.029984324,0,0.272294706,0.245657181,3.637502108,0,3.338461538,0.878754381,0.878754381,0.875533367,0.819310969,0.90870727,0.661733143,0.723886676,0.418238743,0.779184248,0.596604689,0.425115207,0.5627697,15.73822803,0.98060647,3.117510867,11.6401107,72.63402098,0,15.15379236,7.576896178,51.1440492,20.83646449,-99999,0,0,-99999,-99999,-99999,21420,23854,-99999,-99999,0.010823719,0.399090774,0.01026556,0.428573995,-99999,-99999,-99999,-99999,20,19,12,1,10.83333333,5680.968794,1648151.048
"51","G55012700007021",531151127,"53115-1127",53115,"WI","G55012700007021",551270007021,"68","7",NA,"Match",216822,5.5127e+11,5.5127e+11,"55","127","000702",1,376,"Milwaukee-Racine-Waukesha, WI",48580,"Whitewater, WI",103013,40932,49690,1141.54319,98.733747,1042.809443,1042.809443,1138,488,446,0.638,101,0.226457399,105,0.235426009,240,0.538116592,656,165,260,231,0.25152439,105,0,1,2,102,0,0,1,2,31,0,1,70,0,32,49,24,0.304761905,0.46796661,1.091282791,0.100689537,0,0.000958948,0.001917896,0.097812693,0,0,0.000958948,0.001917896,0.029727387,0,0.000958948,0.067126358,0,0.568656147,0,0.235426009,0.134648789,0.091912097,0.493702514,0.382113913,0.371657757,0.377611306,0.417945187,0.578034088,0.168946098,0.275952694,6.247619048,0.005260027,4.802848504,0.293653912,0.876925572,3.63226902,27.42130903,0,1.227453403,0,23.32161466,11.04708063,-99999,0,0,-99999,-99999,-99999,25653,30574,-99999,-99999,0.012962693,0.477958712,0.01315751,0.549309186,-99999,-99999,-99999,-99999,7,5,7,1,4.666666667,13602.1075,4619760.813
"52","G55013104201052",530901168,"53090-1168",53090,"WI","G55013104201052",551314201052,"39","2",NA,"Match",216847,5.51314e+11,5.51314e+11,"55","131","420105",2,376,"Milwaukee-Racine-Waukesha, WI",33340,"Milwaukee-Waukesha, WI",1575907,856719,779865,791.1825712,22.5500989,768.6324723,698.70343,2601,977,960,0.648,57,0.059375,314,0.327083333,589,0.613541667,1267,288,412,567,0.227308603,1547,47,896,437,166,1,47,5,437,21,1,0,145,891,176,584,787,0.113768584,1.398304285,3.722609463,2.214101053,0.067267453,1.28237527,0.625444189,0.237582918,0.001431222,0.067267453,0.007156112,0.625444189,0.03005567,0.001431222,0,0.207527248,1.275219158,3.612405338,0,1.611458333,0.636134664,0.636134664,0.557350662,0.521560375,0.724008812,0.700503809,0.699798199,0.923852491,0.745901639,0.900497512,0.819004525,0.834439134,7.552365769,0,1.483882598,6.068483171,26.0993397,0,3.330590487,0.832647622,25.81207627,5.828533352,-99999,0,0,-99999,-99999,-99999,24940,25639,-99999,-99999,0.000149758,0.120492405,0.000173332,0.143403677,-99999,-99999,-99999,-99999,17,9,7,1,7,7842.594429,3201873.578
"53","G55014100106005",54449,"54449",54449,"WI","G55014100106005",551410106005,"93","10",NA,"Match",216868,5.5141e+11,5.5141e+11,"55","141","010600",5,554,"Wausau-Stevens Point-Wisconsin Rapids, WI",49220,"Wisconsin Rapids-Marshfield, WI",73274,39593,38537,241.7784544,0,241.7784544,220.98956,862,727,521,0.52,116,0.222648752,275,0.527831094,130,0.249520154,554,141,210,203,0.254512635,1303,76,398,339,252,238,76,160,339,128,238,0,124,238,402,538,363,0.308518803,3.289748167,3.900636754,5.896206138,0.343907649,1.800990056,1.534009118,1.140325362,1.076973953,0.343907649,0.724016103,1.534009118,0.579212882,1.076973953,0,0.56111248,1.076973953,9.185954305,0,2.500959693,0.936100926,0.936100926,0.948884307,0.887951676,0.934531707,0.810883292,0.851657982,0.47971983,0.79630485,0.596661282,0.425172678,0.562802044,27.82610083,0,3.202661212,24.62343962,202.9785496,0,2.647051416,10.58820566,111.1761595,116.4702623,-99999,0,0,-99999,-99999,-99999,11234,8495,-99999,-99999,0.021540509,0.842823918,0.017912909,0.904974965,-99999,-99999,-99999,-99999,20,20,19,1,13.33333333,4669.945319,978465.7464
